commune,nom_rue,gestionaire,id_cycle,id_tronc,cumuld,cumulf,etat_revet,circulation,sdc_catego,type_renov,type_revet,typo_piste,largeur_am,note_globale,note_classe,vlm_indice,vlm_classe,deformation,note_arrachement,note_bordure_endommagee,note_deformation,note_faiencage,note_fissure_avec_deformation,note_fissure_longitudinale,note_fissure_longitudinale_grave,note_fissure_transversale,note_fissure_transversale_grave,note_joint,note_joint_avec_deformation,note_nid_de_poule
VOISINS-LE-BRETONNEUX,,SQY - SEVOA,CYCL_1994,CYCL_1994_1,0,29,MAUVAIS,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,3.5,8.0,Moyen,8.0,Bon,False,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,AVENUE PAUL DELOUVRIER - D10,SQY - SEVOA,CYCL_2084,CYCL_2084_1,0,100,,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,9.0,Bon,9.0,Bon,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,AVENUE PAUL DELOUVRIER - D10,SQY - SEVOA,CYCL_2084,CYCL_2084_1,100,139,,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,D10,SQY - SEVOA,CYCL_2085,CYCL_2085_1,0,62,MOYEN,UNIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE UNIDIRECTIONNELLE,2.5,9.0,Bon,5.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,RUE DES COLVERTS,SQY - SEVOA,CYCL_2086,CYCL_2086_1,0,119,,BIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE BIDIRECTIONNELLE,0.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,AVENUE PAUL DELOUVRIER - D10,SQY - SEVOA,CYCL_2087,CYCL_2087_1,0,100,,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,10.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,AVENUE PAUL DELOUVRIER - D10,SQY - SEVOA,CYCL_2087,CYCL_2087_1,100,120,,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,10.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,AVENUE PAUL DELOUVRIER - D10,SQY - SEVOA,CYCL_2088,CYCL_2088_1,0,100,,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,10.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,AVENUE PAUL DELOUVRIER - D10,SQY - SEVOA,CYCL_2088,CYCL_2088_1,100,178,,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,9.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,AVENUE PAUL DELOUVRIER - D10,SQY - SEVOA,CYCL_2090,CYCL_2090_1,0,26,,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,AVENUE PAUL DELOUVRIER - D10,SQY - SEVOA,CYCL_2092,CYCL_2092_1,0,8,,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,10.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,AVENUE PAUL DELOUVRIER - D10,SQY - SEVOA,CYCL_2093,CYCL_2093_1,0,100,,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,AVENUE PAUL DELOUVRIER - D10,SQY - SEVOA,CYCL_2093,CYCL_2093_1,100,158,,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,PAS DU LAC (AVENUE DU),SQY - SEVOA,CYCL_2097,CYCL_2097_1,0,100,BON,BIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,PAS DU LAC (AVENUE DU),SQY - SEVOA,CYCL_2097,CYCL_2097_1,100,122,BON,BIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE BIDIRECTIONNELLE,3.0,9.0,Bon,7.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,PAS DU LAC (AVENUE DU),SQY - SEVOA,CYCL_2099,CYCL_2099_1,0,66,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE UNIDIRECTIONNELLE,4.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,PAS DU LAC (AVENUE DU),SQY - SEVOA,CYCL_2100,CYCL_2100_1,0,100,MOYEN P1,UNIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE UNIDIRECTIONNELLE,4.0,9.0,Bon,10.0,Bon,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0
MONTIGNY-LE-BRETONNEUX,PAS DU LAC (AVENUE DU),SQY - SEVOA,CYCL_2100,CYCL_2100_1,100,200,MOYEN P1,UNIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE UNIDIRECTIONNELLE,4.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,PAS DU LAC (AVENUE DU),SQY - SEVOA,CYCL_2100,CYCL_2100_1,200,222,MOYEN P1,UNIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE UNIDIRECTIONNELLE,4.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2108,CYCL_2108_1,0,100,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,9.0,Bon,10.0,Bon,True,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2108,CYCL_2108_1,100,200,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,7.0,Moyen,8.0,Bon,True,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2108,CYCL_2108_1,200,281,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT  MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2109,CYCL_2109_1,0,100,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT  MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2109,CYCL_2109_1,100,136,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT  MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2110,CYCL_2110_1,0,117,MOYEN,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,9.0,Bon,10.0,Bon,True,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT  MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2111,CYCL_2111_1,0,100,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT  MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2111,CYCL_2111_1,100,200,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
GUYANCOURT,HUIT  MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2111,CYCL_2111_1,200,250,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT  MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2112,CYCL_2112_1,0,100,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,9.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT  MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2112,CYCL_2112_1,100,200,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,8.0,Moyen,8.0,Bon,False,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT  MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2112,CYCL_2112_1,200,245,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,10.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT  MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2113,CYCL_2113_1,0,100,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,7.0,Moyen,4.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,HUIT  MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2113,CYCL_2113_1,100,144,BON,UNIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,9.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0
GUYANCOURT,HUIT MAI 1945 (AVENUE DU),SQY - SEVOA,CYCL_2115,CYCL_2115_1,0,81,MOYEN,UNIDIRECTIONNELLE,STRUCTURANT,,,PISTE UNIDIRECTIONNELLE,3.0,9.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,SAINT-CYR (ROUTE DE),SQY - SEVOA,CYCL_2116,CYCL_2116_1,0,100,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,9.0,Bon,10.0,Bon,True,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
GUYANCOURT,SAINT-CYR (ROUTE DE),SQY - SEVOA,CYCL_2116,CYCL_2116_1,100,213,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,MANET (AVENUE DU),SQY - SEVOA,CYCL_2123,CYCL_2123_1,0,100,BON,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,MANET (AVENUE DU),SQY - SEVOA,CYCL_2123,CYCL_2123_1,100,200,BON,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,MANET (AVENUE DU),SQY - SEVOA,CYCL_2123,CYCL_2123_1,200,305,BON,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,1.5,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,RUE DU CHAMP D'AVOINE,SQY - SEVOA,CYCL_2132,CYCL_2132_1,0,56,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,9.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,RUE DU CHAMP D'AVOINE,SQY - SEVOA,CYCL_2133,CYCL_2133_1,0,44,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,9.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,RUE DU CHAMP D'AVOINE,SQY - SEVOA,CYCL_2135,CYCL_2135_1,0,100,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,RUE DU CHAMP D'AVOINE,SQY - SEVOA,CYCL_2135,CYCL_2135_1,100,147,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,RUE DU CHAMP D'AVOINE,SQY - SEVOA,CYCL_2136,CYCL_2136_1,0,100,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,9.0,Bon,5.0,Moyen,True,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,RUE DU CHAMP D'AVOINE,SQY - SEVOA,CYCL_2136,CYCL_2136_1,100,160,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,8.0,Moyen,6.0,Moyen,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,10.0
MONTIGNY-LE-BRETONNEUX,RUE DU CHAMP D'AVOINE,SQY - SEVOA,CYCL_2138,CYCL_2138_1,0,23,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,RUE DU CHAMP D'AVOINE,SQY - SEVOA,CYCL_2140,CYCL_2140_1,0,2,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,1.5,5.0,Moyen,5.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,6.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,PARC (AVENUE DU),SQY - SEVOA,CYCL_2147,CYCL_2147_1,0,20,BON,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,,,,,False,,,,,,,,,,,,
VOISINS-LE-BRETONNEUX,ROND-POINT DU SAUT DU LOUP,SQY - SEVOA,CYCL_2155,CYCL_2155_1,0,30,BON,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,1.75,10.0,Bon,7.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,,SQY - SEVOA,CYCL_2170,CYCL_2170_1,0,100,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.5,6.0,Moyen,5.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0
ELANCOURT,,SQY - SEVOA,CYCL_2170,CYCL_2170_1,100,159,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.5,8.0,Moyen,9.0,Bon,False,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0
ELANCOURT,MOULIN (BOULEVARD JEAN),SQY - SEVOA,CYCL_2176,CYCL_2176_1,0,100,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.5,8.0,Moyen,3.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,MOULIN (BOULEVARD JEAN),SQY - SEVOA,CYCL_2176,CYCL_2176_1,100,200,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.5,10.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,MOULIN (BOULEVARD JEAN),SQY - SEVOA,CYCL_2176,CYCL_2176_1,200,248,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,2.5,9.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0
ELANCOURT,MESNIL (ROUTE DU) - D58,SQY - SEVOA,CYCL_2196,CYCL_2196_1,0,87,,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,0.0,9.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
ELANCOURT,MESNIL (ROUTE DU) - D58,SQY - SEVOA,CYCL_2197,CYCL_2197_1,0,77,,UNIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE UNIDIRECTIONNELLE,0.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
ELANCOURT,MESNIL (ROUTE DU) - D58,SQY - SEVOA,CYCL_2198,CYCL_2198_1,0,100,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,6.0,Moyen,9.0,Bon,True,10.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
ELANCOURT,MESNIL (ROUTE DU) - D58,SQY - SEVOA,CYCL_2198,CYCL_2198_1,100,200,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,9.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0
ELANCOURT,MESNIL (ROUTE DU) - D58,SQY - SEVOA,CYCL_2198,CYCL_2198_1,200,300,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,9.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0
ELANCOURT,MESNIL (ROUTE DU) - D58,SQY - SEVOA,CYCL_2198,CYCL_2198_1,300,373,,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,0.0,9.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0
TRAPPES,VAILLANT-COUTURIER (RUE Paul),SQY - SEVOA,CYCL_2201,CYCL_2201_1,0,100,,UNIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE UNIDIRECTIONNELLE,0.0,9.0,Bon,9.0,Bon,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
TRAPPES,VAILLANT-COUTURIER (RUE Paul),SQY - SEVOA,CYCL_2201,CYCL_2201_1,100,200,,UNIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE UNIDIRECTIONNELLE,0.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
TRAPPES,VAILLANT-COUTURIER (RUE Paul),SQY - SEVOA,CYCL_2201,CYCL_2201_1,200,274,,UNIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE UNIDIRECTIONNELLE,0.0,10.0,Bon,9.0,Bon,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
TRAPPES,VAILLANT-COUTURIER (RUE Paul),SQY - SEVOA,CYCL_2202,CYCL_2202_1,0,100,,UNIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE UNIDIRECTIONNELLE,0.0,10.0,Bon,10.0,Bon,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
TRAPPES,VAILLANT-COUTURIER (RUE Paul),SQY - SEVOA,CYCL_2202,CYCL_2202_1,100,200,,UNIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE UNIDIRECTIONNELLE,0.0,10.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
TRAPPES,VAILLANT-COUTURIER (RUE Paul),SQY - SEVOA,CYCL_2202,CYCL_2202_1,200,275,,UNIDIRECTIONNELLE,STRUCTURANT,,Asphalte,PISTE UNIDIRECTIONNELLE,0.0,10.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MAGNY-LES-HAMEAUX,HODEBOURG (RUE ANDRE),SQY - SEVOA,CYCL_2209,CYCL_2209_1,0,105,BON,BIDIRECTIONNELLE,STRUCTURANT,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,7.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,RUE DU CHAMP D'AVOINE,SQY - SEVOA,CYCL_2213,CYCL_2213_1,0,100,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,10.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,RUE DU CHAMP D'AVOINE,SQY - SEVOA,CYCL_2213,CYCL_2213_1,100,130,BON,BIDIRECTIONNELLE,,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,10.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
TRAPPES,RUE TEISSERENC DE BORT,SQY - SEVOA,CYCL_2215,CYCL_2215_1,0,100,,BIDIRECTIONNELLE,STRUCTURANT,,,PISTE BIDIRECTIONNELLE,0.0,9.0,Bon,3.0,Moyen,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
TRAPPES,RUE TEISSERENC DE BORT,SQY - SEVOA,CYCL_2215,CYCL_2215_1,100,200,,BIDIRECTIONNELLE,STRUCTURANT,,,PISTE BIDIRECTIONNELLE,0.0,9.0,Bon,8.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
TRAPPES,RUE TEISSERENC DE BORT,SQY - SEVOA,CYCL_2215,CYCL_2215_1,200,300,,BIDIRECTIONNELLE,STRUCTURANT,,,PISTE BIDIRECTIONNELLE,0.0,7.0,Moyen,6.0,Moyen,False,10.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,9.0,9.0,10.0,10.0
TRAPPES,RUE TEISSERENC DE BORT,SQY - SEVOA,CYCL_2215,CYCL_2215_1,300,400,,BIDIRECTIONNELLE,STRUCTURANT,,,PISTE BIDIRECTIONNELLE,0.0,8.0,Moyen,2.0,Mauvais,False,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0
TRAPPES,RUE TEISSERENC DE BORT,SQY - SEVOA,CYCL_2215,CYCL_2215_1,400,484,,BIDIRECTIONNELLE,STRUCTURANT,,,PISTE BIDIRECTIONNELLE,0.0,9.0,Bon,6.0,Moyen,True,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0
MONTIGNY-LE-BRETONNEUX,AVENUE DU PARC,SQY - SEVOA,CYCL_2219,CYCL_2219_1,0,100,BON,BIDIRECTIONNELLE,SECONDAIRE,,Enrobé,PISTE BIDIRECTIONNELLE,3.0,9.0,Bon,9.0,Bon,False,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0
